frame,opening_ms,stage,focus_x,focus_z,height,pitch,yaw,fov,mission_ms
505,402,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
506,411,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
507,420,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
508,429,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
509,439,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
510,448,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
511,457,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
512,466,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
513,475,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
514,484,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
515,493,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
516,513,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
517,525,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
518,534,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
519,543,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
520,552,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
521,561,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
522,570,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
523,579,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
524,588,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
525,597,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
526,606,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
527,615,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
528,625,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
529,635,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
530,645,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
531,654,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
532,663,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
533,672,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
534,681,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
535,690,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
536,699,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
537,708,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
538,717,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
539,728,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
540,737,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
541,746,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
542,756,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
543,765,0,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
544,774,1,930.0092,401.9968,44.0000,40.0000,10.0000,36.0000,0
545,783,1,930.0061,401.9637,44.0043,40.0097,9.9961,36.0074,0
546,864,1,929.7667,399.2758,44.3525,40.8011,9.6796,36.6088,0
547,874,1,929.7181,398.7100,44.4262,40.9685,9.6126,36.7361,0
548,958,5,929.2499,392.6681,45.2243,42.7826,8.8870,38.1147,0
549,971,5,929.2606,392.7280,45.2185,42.7693,8.8923,38.1047,0
550,1056,5,929.6661,395.0010,44.9974,42.2668,9.0933,37.7227,0
551,1066,5,929.7290,395.3539,44.9629,42.1885,9.1246,37.6633,0
552,1076,5,929.7938,395.7229,44.9266,42.1060,9.1576,37.6005,0
553,1085,5,929.8522,396.0601,44.8931,42.0298,9.1881,37.5426,0
554,1094,5,929.9087,396.3909,44.8600,41.9545,9.2182,37.4854,0
555,1104,5,929.9686,396.7459,44.8240,41.8729,9.2509,37.4233,0
556,1113,5,930.0214,397.0641,44.7915,41.7990,9.2804,37.3672,0
557,1122,5,930.0717,397.3724,44.7598,41.7267,9.3093,37.3123,0
558,1131,5,930.1208,397.6789,44.7278,41.6542,9.3384,37.2571,0
559,1140,5,930.1660,397.9659,44.6976,41.5855,9.3658,37.2049,0
560,1149,5,930.2091,398.2456,44.6679,41.5179,9.3929,37.1535,0
561,1158,5,930.2496,398.5146,44.6389,41.4521,9.4192,37.1035,0
562,1168,5,930.2902,398.7904,44.6088,41.3838,9.4465,37.0516,0
563,1177,5,930.3245,399.0304,44.5823,41.3235,9.4706,37.0058,0
564,1187,5,930.3597,399.2841,44.5539,41.2590,9.4964,36.9568,0
565,1196,5,930.3895,399.5059,44.5287,41.2017,9.5193,36.9133,0
566,1205,5,930.4165,399.7150,44.5047,41.1470,9.5412,36.8717,0
567,1214,5,930.4416,399.9168,44.4810,41.0933,9.5627,36.8309,0
568,1223,5,930.4648,400.1121,44.4578,41.0405,9.5838,36.7907,0
569,1234,5,930.4896,400.3328,44.4310,40.9796,9.6082,36.7445,0
570,1244,5,930.5084,400.5126,44.4088,40.9290,9.6284,36.7060,0
571,1253,5,930.5244,400.6754,44.3882,40.8823,9.6471,36.6705,0
572,1262,5,930.5379,400.8239,44.3691,40.8388,9.6645,36.6375,0
573,1272,5,930.5502,400.9733,44.3494,40.7940,9.6824,36.6034,0
574,1281,5,930.5598,401.1028,44.3319,40.7543,9.6983,36.5733,0
575,1290,5,930.5677,401.2243,44.3151,40.7162,9.7135,36.5443,0
576,1299,5,930.5740,401.3417,44.2985,40.6784,9.7287,36.5156,0
577,1309,5,930.5789,401.4553,44.2819,40.6408,9.7437,36.4870,0
578,1319,5,930.5820,401.5602,44.2662,40.6050,9.7580,36.4598,0
579,1329,5,930.5836,401.6548,44.2515,40.5717,9.7714,36.4344,0
580,1338,5,930.5836,401.7402,44.2378,40.5406,9.7838,36.4108,0
581,1347,5,930.5823,401.8168,44.2251,40.5117,9.7953,36.3889,0
582,1357,5,930.5797,401.8916,44.2123,40.4824,9.8071,36.3666,0
583,1366,5,930.5761,401.9565,44.2006,40.4560,9.8176,36.3465,0
584,1376,5,930.5711,402.0206,44.1886,40.4288,9.8285,36.3258,0
585,1385,5,930.5655,402.0743,44.1781,40.4048,9.8381,36.3076,0
586,1394,5,930.5590,402.1232,44.1680,40.3819,9.8473,36.2902,0
587,1403,5,930.5519,402.1659,44.1588,40.3609,9.8557,36.2742,0
588,1412,5,930.5440,402.2050,44.1498,40.3405,9.8638,36.2587,0
589,1421,5,930.5356,402.2392,44.1415,40.3215,9.8714,36.2443,0
590,1430,5,930.5267,402.2701,44.1334,40.3033,9.8787,36.2304,0
591,1440,5,930.5167,402.2988,44.1254,40.2850,9.8860,36.2166,0
592,1449,5,930.5070,402.3221,44.1183,40.2690,9.8924,36.2044,0
593,1458,5,930.4973,402.3417,44.1119,40.2543,9.8983,36.1932,0
594,1467,5,930.4867,402.3597,44.1053,40.2395,9.9043,36.1819,0
595,1476,5,930.4764,402.3741,44.0995,40.2261,9.9096,36.1718,0
596,1485,5,930.4658,402.3865,44.0938,40.2133,9.9147,36.1621,0
597,1494,5,930.4549,402.3965,44.0885,40.2012,9.9196,36.1528,0
598,1503,5,930.4442,402.4044,44.0835,40.1899,9.9241,36.1443,0
599,1512,5,930.4335,402.4104,44.0789,40.1795,9.9282,36.1363,0
600,1521,5,930.4224,402.4149,44.0744,40.1693,9.9323,36.1286,0
601,1530,5,930.4111,402.4179,44.0701,40.1594,9.9363,36.1211,0
602,1539,5,930.3998,402.4193,44.0660,40.1500,9.9400,36.1140,0
603,1549,5,930.3879,402.4194,44.0618,40.1406,9.9438,36.1068,0
604,1559,5,930.3763,402.4182,44.0580,40.1320,9.9473,36.1002,0
605,1568,5,930.3651,402.4158,44.0546,40.1241,9.9504,36.0942,0
606,1578,5,930.3532,402.4121,44.0510,40.1161,9.9536,36.0882,0
607,1587,5,930.3423,402.4078,44.0480,40.1091,9.9564,36.0829,0
608,1597,5,930.3309,402.4024,44.0449,40.1022,9.9592,36.0776,0
609,1606,5,930.3202,402.3965,44.0422,40.0960,9.9616,36.0729,0
610,1615,5,930.3101,402.3903,44.0397,40.0904,9.9639,36.0687,0
611,1624,5,930.3005,402.3838,44.0375,40.0852,9.9660,36.0647,0
612,1634,5,930.2902,402.3762,44.0351,40.0799,9.9681,36.0607,0
613,1643,5,930.2807,402.3687,44.0330,40.0752,9.9700,36.0571,0
614,1652,5,930.2712,402.3607,44.0311,40.0707,9.9718,36.0537,0
615,1661,5,930.2619,402.3523,44.0292,40.0664,9.9735,36.0504,0
616,1670,5,930.2528,402.3438,44.0274,40.0624,9.9751,36.0473,0
617,1679,5,930.2416,402.3302,44.0274,40.0624,9.9751,36.0473,0
618,1688,5,930.2308,402.3169,44.0274,40.0624,9.9751,36.0473,0
619,1697,5,930.2203,402.3038,44.0274,40.0624,9.9751,36.0473,0
620,1706,5,930.2105,402.2913,44.0274,40.0624,9.9751,36.0473,0
621,1715,5,930.2011,402.2791,44.0274,40.0624,9.9751,36.0473,0
622,1724,5,930.1917,402.2668,44.0274,40.0624,9.9751,36.0473,0
623,1735,5,930.1809,402.2524,44.0274,40.0624,9.9751,36.0473,0
624,1744,5,930.1724,402.2410,44.0274,40.0624,9.9751,36.0473,0
625,1753,5,930.1641,402.2298,44.0274,40.0624,9.9751,36.0473,0
626,1762,5,930.1563,402.2192,44.0274,40.0624,9.9751,36.0473,0
627,1771,5,930.1485,402.2086,44.0274,40.0624,9.9751,36.0473,0
628,1782,5,930.1400,402.1969,44.0274,40.0624,9.9751,36.0473,0
629,1791,5,930.1332,402.1874,44.0274,40.0624,9.9751,36.0473,0
630,1801,5,930.1260,402.1772,44.0274,40.0624,9.9751,36.0473,0
631,1810,5,930.1198,402.1683,44.0274,40.0624,9.9751,36.0473,0
632,1819,5,930.1138,402.1598,44.0274,40.0624,9.9751,36.0473,0
633,1828,5,930.1081,402.1516,44.0274,40.0624,9.9751,36.0473,0
634,1837,5,930.1027,402.1437,44.0274,40.0624,9.9751,36.0473,0
635,1846,5,930.0976,402.1362,44.0274,40.0624,9.9751,36.0473,0
636,1855,5,930.0927,402.1288,44.0274,40.0624,9.9751,36.0473,0
637,1864,5,930.0881,402.1222,44.0274,40.0624,9.9751,36.0473,0
638,1873,5,930.0837,402.1156,44.0274,40.0624,9.9751,36.0473,0
639,1952,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
640,1962,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
641,1971,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
642,1984,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
643,1994,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
644,2003,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
645,2012,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
646,2022,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
647,2032,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
648,2041,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
649,2050,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
650,2060,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
651,2070,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
652,2081,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
653,2091,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
654,2100,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
655,2109,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
656,2118,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
657,2127,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
658,2137,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
659,2146,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
660,2156,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
661,2166,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
662,2176,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
663,2186,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
664,2195,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
665,2204,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
666,2214,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
667,2224,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
668,2235,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
669,2244,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
670,2253,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
671,2262,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
672,2271,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
673,2281,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
674,2291,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
675,2300,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
676,2309,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
677,2320,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
678,2329,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
679,2339,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
680,2348,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
681,2357,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
682,2367,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
683,2377,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
684,2388,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
685,2398,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
686,2407,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
687,2417,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
688,2428,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
689,2438,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
690,2448,5,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
691,2457,6,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,0
692,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,14
693,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,105
694,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,194
695,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,207
696,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,224
697,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,235
698,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,246
699,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,257
700,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,269
701,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,281
702,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,292
703,2457,7,930.0066,401.9929,44.0274,40.0624,9.9751,36.0473,303
