frame,opening_ms,stage,focus_x,focus_z,height,pitch,yaw,fov,mission_ms
616,1059,1,928.7200,383.6097,46.4621,45.5956,7.7618,40.2526,0
617,1067,1,928.6898,382.8647,46.5670,45.8340,7.6664,40.4338,0
618,1077,1,928.6569,381.9849,46.6915,46.1170,7.5532,40.6489,0
619,1084,1,928.6353,381.3591,46.7805,46.3193,7.4723,40.8026,0
620,1094,1,928.6071,380.4711,46.9074,46.6078,7.3569,41.0219,0
621,1101,1,928.5886,379.8282,46.9998,46.8177,7.2729,41.1815,0
622,1108,1,928.5724,379.2118,47.0887,47.0199,7.1921,41.3351,0
623,1115,1,928.5575,378.5821,47.1800,47.2273,7.1091,41.4927,0
624,1122,1,928.5443,377.9621,47.2702,47.4324,7.0271,41.6486,0
625,1129,1,928.5328,377.3474,47.3601,47.6367,6.9454,41.8038,0
626,1137,1,928.5222,376.6786,47.4584,47.8599,6.8560,41.9735,0
627,1145,1,928.5139,376.0521,47.5508,48.0701,6.7720,42.1332,0
628,1152,1,928.5077,375.4664,47.6377,48.2675,6.6930,42.2832,0
629,1159,1,928.5031,374.8966,47.7225,48.4603,6.6159,42.4298,0
630,1166,1,928.4999,374.2877,47.8136,48.6673,6.5331,42.5871,0
631,1174,1,928.4983,373.6556,47.9086,48.8833,6.4467,42.7513,0
632,1182,1,928.4986,373.0292,48.0033,49.0984,6.3607,42.9147,0
633,1190,1,928.5009,372.3846,48.1012,49.3209,6.2717,43.0839,0
634,1198,1,928.5049,371.7743,48.1944,49.5327,6.1870,43.2448,0
635,1206,1,928.5107,371.1639,48.2881,49.7456,6.1018,43.4066,0
636,1216,1,928.5202,370.4363,48.4004,50.0009,5.9997,43.6006,0
637,1224,1,928.5306,369.8066,48.4982,50.2232,5.9108,43.7696,0
638,1232,1,928.5419,369.2410,48.5865,50.4239,5.8305,43.9221,0
639,1241,1,928.5576,368.5642,48.6928,50.6656,5.7338,44.1058,0
640,1249,1,928.5729,367.9917,48.7833,50.8712,5.6515,44.2621,0
641,1257,1,928.5892,367.4482,48.8697,51.0675,5.5730,44.4113,0
642,1265,1,928.6088,366.8608,48.9636,51.2809,5.4877,44.5735,0
643,1272,1,928.6278,366.3443,49.0466,51.4697,5.4122,44.7169,0
644,1280,1,928.6510,365.7692,49.1396,51.6810,5.3276,44.8775,0
645,1288,1,928.6747,365.2283,49.2276,51.8810,5.2476,45.0295,0
646,1296,1,928.6993,364.7095,49.3126,52.0741,5.1704,45.1762,0
647,1304,1,928.7258,364.1890,49.3983,52.2689,5.0925,45.3243,0
648,1312,1,928.7521,363.7037,49.4787,52.4516,5.0194,45.4632,0
649,1319,1,928.7783,363.2509,49.5541,52.6231,4.9508,45.5935,0
650,1326,1,928.8058,362.8023,49.6293,52.7940,4.8824,45.7234,0
651,1334,1,928.8360,362.3357,49.7080,52.9728,4.8109,45.8593,0
652,1342,1,928.8672,361.8795,49.7854,53.1487,4.7405,45.9930,0
653,1349,1,928.8979,361.4515,49.8585,53.3148,4.6741,46.1191,0
654,1357,1,928.9316,361.0071,49.9348,53.4883,4.6047,46.2510,0
655,1364,1,928.9644,360.5923,50.0065,53.6512,4.5396,46.3748,0
656,1372,1,929.0013,360.1476,50.0838,53.8270,4.4692,46.5084,0
657,1379,1,929.0353,359.7568,50.1523,53.9825,4.4070,46.6266,0
658,1386,1,929.0720,359.3519,50.2236,54.1447,4.3422,46.7499,0
659,1394,1,929.1131,358.9182,50.3006,54.3196,4.2722,46.8828,0
660,1401,1,929.1521,358.5238,50.3710,54.4797,4.2082,47.0045,0
661,1408,1,929.1898,358.1576,50.4369,54.6295,4.1483,47.1183,0
662,1429,1,929.3074,357.0931,50.6309,55.0703,3.9719,47.4533,0
663,1437,1,929.3518,356.7189,50.7000,55.2274,3.9091,47.5728,0
664,1444,1,929.3957,356.3629,50.7663,55.3781,3.8488,47.6872,0
665,1451,1,929.4402,356.0147,50.8316,55.5265,3.7895,47.8000,0
666,1458,1,929.4848,355.6770,50.8954,55.6716,3.7314,47.9103,0
667,1465,1,929.5291,355.3534,50.9570,55.8116,3.6754,48.0167,0
668,1472,1,929.5748,355.0292,51.0193,55.9530,3.6189,48.1241,0
669,1479,1,929.6218,354.7080,51.0814,56.0941,3.5624,48.2314,0
670,1486,1,929.6680,354.4015,51.1411,56.2299,3.5081,48.3346,0
671,1493,1,929.7153,354.0972,51.2009,56.3658,3.4537,48.4379,0
672,1502,1,929.7720,353.7446,51.2708,56.5247,3.3902,48.5586,0
673,1510,1,929.8215,353.4480,51.3301,56.6596,3.3362,48.6611,0
674,1519,1,929.8820,353.0969,51.4011,56.8208,3.2718,48.7836,0
675,1526,1,929.9288,352.8343,51.4546,56.9424,3.2231,48.8761,0
676,1533,1,929.9774,352.5691,51.5091,57.0664,3.1735,48.9703,0
677,1541,1,930.0299,352.2914,51.5668,57.1973,3.1211,49.0698,0
678,1549,1,930.0851,352.0080,51.6261,57.3323,3.0672,49.1724,0
679,1556,1,930.1348,351.7610,51.6784,57.4510,3.0197,49.2626,0
680,1564,1,930.1877,351.5050,51.7330,57.5752,2.9700,49.3570,0
681,1571,1,930.2392,351.2630,51.7852,57.6938,2.9226,49.4471,0
682,1578,1,930.2909,351.0267,51.8366,57.8107,2.8758,49.5359,0
683,1586,1,930.3453,350.7849,51.8898,57.9315,2.8275,49.6278,0
684,1594,1,930.4003,350.5481,51.9424,58.0511,2.7797,49.7186,0
685,1603,1,930.4609,350.2947,51.9993,58.1805,2.7279,49.8170,0
686,1610,1,930.5125,350.0853,52.0469,58.2886,2.6847,49.8991,0
687,1617,1,930.5646,349.8797,52.0941,58.3958,2.6418,49.9807,0
688,1624,1,930.6172,349.6778,52.1409,58.5023,2.5992,50.0616,0
689,1631,1,930.6710,349.4767,52.1881,58.6095,2.5563,50.1430,0
690,1638,1,930.7249,349.2804,52.2347,58.7153,2.5140,50.2235,0
691,1645,1,930.7775,349.0944,52.2793,58.8167,2.4734,50.3005,0
692,1653,1,930.8344,348.8983,52.3269,58.9249,2.4301,50.3828,0
693,1661,1,930.8941,348.6987,52.3760,59.0365,2.3855,50.4675,0
694,1669,1,930.9504,348.5161,52.4214,59.1398,2.3442,50.5461,0
695,1676,1,931.0027,348.3512,52.4630,59.2344,2.3063,50.6180,0
696,1685,1,931.0707,348.1430,52.5163,59.3554,2.2579,50.7099,0
697,1693,1,931.1312,347.9636,52.5629,59.4613,2.2156,50.7904,0
698,1701,1,931.1923,347.7882,52.6091,59.5664,2.1735,50.8703,0
699,1709,1,931.2484,347.6316,52.6510,59.6616,2.1355,50.9426,0
700,1717,1,931.3065,347.4743,52.6937,59.7586,2.0966,51.0164,0
701,1725,1,931.3669,347.3155,52.7375,59.8582,2.0568,51.0920,0
702,1734,1,931.4330,347.1475,52.7846,59.9652,2.0140,51.1734,0
703,1742,1,931.4926,347.0013,52.8263,60.0600,1.9761,51.2454,0
704,1751,1,931.5541,346.8547,52.8688,60.1567,1.9374,51.3189,0
705,1759,1,931.6116,346.7221,52.9080,60.2457,1.9018,51.3865,0
706,1767,1,931.6690,346.5937,52.9466,60.3334,1.8668,51.4532,0
707,1776,1,931.7326,346.4560,52.9887,60.4292,1.8284,51.5260,0
708,1786,1,931.8013,346.3127,53.0335,60.5310,1.7877,51.6033,0
709,1794,1,931.8598,346.1948,53.0711,60.6164,1.7536,51.6683,0
710,1802,1,931.9130,346.0909,53.1049,60.6932,1.7228,51.7266,0
711,1809,1,931.9641,345.9943,53.1369,60.7659,1.6937,51.7819,0
712,1817,1,932.0190,345.8935,53.1709,60.8433,1.6628,51.8406,0
713,1825,1,932.0753,345.7935,53.2054,60.9215,1.6315,51.9001,0
714,1834,1,932.1380,345.6860,53.2432,61.0077,1.5971,51.9656,0
715,1842,1,932.1910,345.5983,53.2749,61.0795,1.5683,52.0202,0
716,1850,1,932.2445,345.5128,53.3064,61.1511,1.5397,52.0746,0
717,1859,1,932.3027,345.4230,53.3403,61.2282,1.5089,52.1332,0
718,1867,1,932.3543,345.3463,53.3699,61.2956,1.4819,52.1844,0
719,1875,1,932.4072,345.2703,53.4000,61.3639,1.4546,52.2363,0
720,1883,1,932.4578,345.2001,53.4285,61.4287,1.4286,52.2856,0
721,1891,1,932.5092,345.1313,53.4571,61.4938,1.4026,52.3350,0
722,1899,1,932.5601,345.0657,53.4851,61.5574,1.3772,52.3833,0
723,1910,1,932.6334,344.9754,53.5249,61.6479,1.3410,52.4521,0
724,1917,1,932.6815,344.9190,53.5507,61.7064,1.3176,52.4966,0
725,1924,1,932.7293,344.8648,53.5761,61.7642,1.2945,52.5405,0
726,1931,1,932.7767,344.8132,53.6010,61.8209,1.2718,52.5836,0
727,1938,1,932.8237,344.7640,53.6255,61.8765,1.2495,52.6259,0
728,1945,1,932.8707,344.7169,53.6497,61.9315,1.2276,52.6676,0
729,1952,1,932.9175,344.6719,53.6736,61.9857,1.2059,52.7089,0
730,1959,1,932.9626,344.6302,53.6964,62.0377,1.1851,52.7483,0
731,1967,1,933.0121,344.5867,53.7212,62.0940,1.1626,52.7911,0
732,1974,1,933.0569,344.5490,53.7434,62.1444,1.1424,52.8295,0
733,1981,1,933.1003,344.5142,53.7647,62.1929,1.1230,52.8663,0
734,1988,1,933.1447,344.4803,53.7863,62.2419,1.1034,52.9036,0
735,1997,1,933.1989,344.4410,53.8124,62.3013,1.0796,52.9487,0
736,2004,1,933.2432,344.4108,53.8336,62.3494,1.0604,52.9852,0
737,2011,1,933.2866,344.3828,53.8540,62.3959,1.0418,53.0206,0
738,2018,1,933.3297,344.3565,53.8742,62.4418,1.0234,53.0555,0
739,2025,1,933.3718,344.3324,53.8938,62.4862,1.0057,53.0892,0
740,2032,1,933.4149,344.3091,53.9136,62.5312,0.9877,53.1234,0
741,2039,1,933.4579,344.2874,53.9333,62.5760,0.9698,53.1574,0
742,2046,1,933.5001,344.2676,53.9523,62.6193,0.9524,53.1904,0
743,2055,1,933.5496,344.2462,53.9745,62.6697,0.9323,53.2287,0
744,2062,1,933.5887,344.2306,53.9918,62.7092,0.9165,53.2587,0
745,2069,1,933.6281,344.2162,54.0092,62.7486,0.9007,53.2886,0
746,2076,1,933.6683,344.2028,54.0267,62.7885,0.8848,53.3189,0
747,2083,1,933.7086,344.1907,54.0442,62.8281,0.8689,53.3490,0
748,2090,1,933.7489,344.1798,54.0615,62.8675,0.8532,53.3790,0
749,2097,1,933.7863,344.1709,54.0775,62.9038,0.8387,53.4065,0
750,2104,1,933.8256,344.1628,54.0940,62.9415,0.8236,53.4352,0
751,2111,1,933.8621,344.1563,54.1094,62.9763,0.8097,53.4616,0
752,2118,1,933.9016,344.1505,54.1258,63.0135,0.7948,53.4900,0
753,2125,1,933.9391,344.1460,54.1413,63.0488,0.7807,53.5168,0
754,2132,1,933.9753,344.1428,54.1561,63.0825,0.7672,53.5424,0
755,2140,1,934.0148,344.1405,54.1721,63.1189,0.7526,53.5701,0
756,2147,1,934.0516,344.1394,54.1870,63.1526,0.7391,53.5957,0
757,2154,1,934.0872,344.1394,54.2012,63.1850,0.7262,53.6203,0
758,2163,1,934.1307,344.1407,54.2185,63.2243,0.7105,53.6501,0
759,2170,1,934.1647,344.1427,54.2318,63.2546,0.6983,53.6732,0
760,2177,1,934.1996,344.1457,54.2455,63.2856,0.6860,53.6967,0
761,2185,1,934.2361,344.1499,54.2596,63.3177,0.6731,53.7211,0
762,2193,1,934.2729,344.1552,54.2737,63.3498,0.6602,53.7456,0
763,2200,1,934.3065,344.1609,54.2865,63.3789,0.6486,53.7676,0
764,2207,1,934.3398,344.1674,54.2992,63.4076,0.6371,53.7895,0
765,2214,1,934.3729,344.1747,54.3116,63.4359,0.6259,53.8109,0
766,2221,1,934.4061,344.1830,54.3239,63.4639,0.6146,53.8323,0
767,2228,1,934.4385,344.1919,54.3360,63.4913,0.6037,53.8530,0
768,2235,1,934.4706,344.2015,54.3478,63.5182,0.5929,53.8735,0
769,2243,1,934.5052,344.2127,54.3604,63.5469,0.5814,53.8953,0
770,2251,1,934.5391,344.2246,54.3727,63.5748,0.5703,53.9165,0
771,2259,1,934.5718,344.2370,54.3845,63.6016,0.5596,53.9369,0
772,2266,1,934.6027,344.2495,54.3955,63.6267,0.5495,53.9559,0
773,2274,1,934.6386,344.2649,54.4083,63.6557,0.5379,53.9780,0
774,2282,1,934.6744,344.2812,54.4209,63.6843,0.5265,53.9997,0
775,2289,1,934.7047,344.2958,54.4314,63.7083,0.5169,54.0179,0
776,2296,1,934.7347,344.3111,54.4418,63.7319,0.5074,54.0359,0
777,2303,1,934.7652,344.3273,54.4523,63.7558,0.4979,54.0541,0
778,2310,1,934.7930,344.3427,54.4618,63.7773,0.4892,54.0705,0
779,2317,1,934.8217,344.3592,54.4716,63.7995,0.4804,54.0873,0
780,2325,1,934.8546,344.3789,54.4827,63.8247,0.4703,54.1064,0
781,2332,1,934.8813,344.3956,54.4916,63.8450,0.4622,54.1219,0
782,2339,1,934.9079,344.4128,54.5005,63.8652,0.4541,54.1372,0
783,2347,1,934.9370,344.4322,54.5101,63.8870,0.4454,54.1538,0
784,2354,1,934.9640,344.4508,54.5189,63.9072,0.4373,54.1691,0
785,2362,1,934.9933,344.4717,54.5285,63.9289,0.4286,54.1856,0
786,2369,1,935.0206,344.4918,54.5373,63.9490,0.4206,54.2008,0
787,2376,1,935.0458,344.5109,54.5454,63.9674,0.4132,54.2149,0
788,2383,1,935.0722,344.5314,54.5539,63.9866,0.4056,54.2295,0
789,2390,1,935.0973,344.5515,54.5618,64.0047,0.3983,54.2432,0
790,2397,1,935.1237,344.5731,54.5702,64.0236,0.3908,54.2576,0
791,2404,1,935.1473,344.5930,54.5776,64.0405,0.3840,54.2704,0
792,2412,1,935.1740,344.6160,54.5859,64.0593,0.3764,54.2848,0
793,2419,1,935.1975,344.6368,54.5932,64.0759,0.3698,54.2974,0
794,2426,1,935.2214,344.6584,54.6005,64.0926,0.3631,54.3101,0
795,2433,1,935.2449,344.6800,54.6077,64.1089,0.3566,54.3225,0
796,2440,1,935.2682,344.7019,54.6148,64.1250,0.3502,54.3347,0
797,2448,1,935.2928,344.7256,54.6222,64.1419,0.3434,54.3475,0
798,2455,1,935.3152,344.7476,54.6290,64.1573,0.3373,54.3592,0
799,2462,1,935.3375,344.7699,54.6356,64.1724,0.3313,54.3706,0
800,2469,1,935.3596,344.7925,54.6422,64.1873,0.3253,54.3820,0
801,2476,1,935.3813,344.8151,54.6486,64.2018,0.3195,54.3931,0
802,2483,1,935.4024,344.8374,54.6548,64.2159,0.3138,54.4038,0
803,2491,1,935.4252,344.8619,54.6615,64.2311,0.3078,54.4153,0
804,2498,1,935.4467,344.8854,54.6677,64.2452,0.3021,54.4260,0
805,2505,1,935.4675,344.9086,54.6737,64.2588,0.2967,54.4363,0
806,2512,1,935.4879,344.9317,54.6795,64.2721,0.2914,54.4464,0
807,2519,1,935.5087,344.9556,54.6854,64.2855,0.2860,54.4567,0
808,2526,1,935.5287,344.9790,54.6911,64.2984,0.2808,54.4665,0
809,2534,1,935.5508,345.0052,54.6973,64.3125,0.2752,54.4772,0
810,2541,1,935.5702,345.0286,54.7027,64.3249,0.2702,54.4866,0
811,2548,1,935.5900,345.0528,54.7082,64.3374,0.2653,54.4960,0
812,2555,1,935.6089,345.0763,54.7135,64.3493,0.2605,54.5051,0
813,2562,1,935.6277,345.1000,54.7187,64.3611,0.2558,54.5141,0
814,2569,1,935.6461,345.1233,54.7237,64.3725,0.2512,54.5227,0
815,2576,1,935.6638,345.1462,54.7285,64.3835,0.2468,54.5310,0
816,2583,1,935.6824,345.1706,54.7335,64.3949,0.2423,54.5397,0
817,2590,1,935.6997,345.1935,54.7382,64.4055,0.2380,54.5478,0
818,2597,1,935.7167,345.2164,54.7427,64.4158,0.2339,54.5557,0
819,2604,1,935.7346,345.2406,54.7475,64.4267,0.2296,54.5639,0
820,2612,1,935.7556,345.2694,54.7530,64.4393,0.2245,54.5734,0
821,2619,1,935.7715,345.2916,54.7572,64.4488,0.2207,54.5807,0
822,2626,1,935.7879,345.3148,54.7615,64.4585,0.2168,54.5881,0
823,2633,1,935.8038,345.3374,54.7657,64.4680,0.2130,54.5952,0
824,2640,1,935.8200,345.3607,54.7698,64.4775,0.2092,54.6025,0
825,2647,1,935.8358,345.3836,54.7739,64.4867,0.2055,54.6095,0
826,2654,1,935.8521,345.4076,54.7781,64.4962,0.2017,54.6167,0
827,2661,1,935.8676,345.4308,54.7821,64.5052,0.1981,54.6236,0
828,2668,1,935.8831,345.4541,54.7860,64.5142,0.1946,54.6304,0
829,2675,1,935.8979,345.4766,54.7897,64.5227,0.1912,54.6368,0
830,2682,1,935.9133,345.5000,54.7936,64.5314,0.1877,54.6434,0
831,2689,1,935.9282,345.5231,54.7973,64.5398,0.1843,54.6498,0
832,2697,1,935.9457,345.5506,54.8016,64.5497,0.1803,54.6574,0
833,2704,1,935.9595,345.5723,54.8050,64.5574,0.1773,54.6632,0
834,2711,1,935.9741,345.5957,54.8086,64.5656,0.1740,54.6694,0
835,2718,1,935.9882,345.6184,54.8120,64.5734,0.1709,54.6754,0
836,2725,1,936.0024,345.6414,54.8155,64.5812,0.1677,54.6813,0
837,2732,1,936.0167,345.6649,54.8189,64.5891,0.1646,54.6873,0
838,2739,1,936.0310,345.6885,54.8224,64.5969,0.1615,54.6932,0
839,2746,1,936.0454,345.7125,54.8258,64.6047,0.1584,54.6991,0
840,2754,1,936.0598,345.7368,54.8292,64.6125,0.1552,54.7051,0
841,2761,1,936.0732,345.7596,54.8324,64.6197,0.1524,54.7105,0
842,2768,1,936.0860,345.7815,54.8354,64.6266,0.1496,54.7157,0
843,2775,1,936.0997,345.8052,54.8386,64.6338,0.1467,54.7213,0
844,2784,1,936.1152,345.8322,54.8422,64.6420,0.1434,54.7275,0
845,2791,1,936.1276,345.8540,54.8451,64.6485,0.1408,54.7324,0
846,2798,1,936.1398,345.8757,54.8479,64.6549,0.1383,54.7373,0
847,2805,1,936.1517,345.8969,54.8506,64.6611,0.1358,54.7420,0
848,2812,1,936.1644,345.9197,54.8535,64.6676,0.1332,54.7470,0
849,2819,1,936.1768,345.9423,54.8563,64.6740,0.1306,54.7518,0
850,2826,1,936.1883,345.9634,54.8589,64.6799,0.1283,54.7563,0
851,2833,1,936.1996,345.9842,54.8614,64.6857,0.1260,54.7607,0
852,2840,1,936.2114,346.0060,54.8641,64.6916,0.1236,54.7652,0
853,2847,1,936.2227,346.0271,54.8666,64.6973,0.1213,54.7695,0
854,2854,1,936.2341,346.0486,54.8691,64.7031,0.1190,54.7739,0
855,2862,1,936.2467,346.0726,54.8719,64.7094,0.1165,54.7787,0
856,2869,1,936.2581,346.0944,54.8743,64.7150,0.1142,54.7830,0
857,2876,1,936.2683,346.1141,54.8766,64.7201,0.1122,54.7868,0
858,2883,1,936.2791,346.1350,54.8789,64.7254,0.1101,54.7909,0
859,2890,1,936.2897,346.1559,54.8812,64.7306,0.1080,54.7948,0
860,2897,1,936.3000,346.1760,54.8834,64.7356,0.1060,54.7986,0
861,2904,1,936.3104,346.1966,54.8856,64.7406,0.1040,54.8025,0
862,2911,1,936.3204,346.2164,54.8877,64.7454,0.1021,54.8061,0
863,2918,1,936.3300,346.2357,54.8898,64.7501,0.1002,54.8096,0
864,2925,1,936.3400,346.2557,54.8919,64.7548,0.0983,54.8132,0
865,2932,1,936.3492,346.2746,54.8938,64.7593,0.0965,54.8166,0
866,2939,1,936.3589,346.2943,54.8958,64.7638,0.0947,54.8201,0
867,2946,1,936.3683,346.3137,54.8978,64.7683,0.0929,54.8235,0
868,2953,1,936.3777,346.3330,54.8997,64.7727,0.0912,54.8268,0
869,2960,1,936.3868,346.3518,54.9016,64.7769,0.0895,54.8300,0
870,2967,1,936.3964,346.3717,54.9035,64.7813,0.0877,54.8333,0
871,2974,1,936.4054,346.3908,54.9054,64.7855,0.0861,54.8365,0
872,2982,1,936.4149,346.4109,54.9073,64.7898,0.0843,54.8398,0
873,2990,1,936.4242,346.4307,54.9091,64.7941,0.0826,54.8431,0
874,2999,1,936.4355,346.4549,54.9114,64.7992,0.0805,54.8470,0
875,3006,1,936.4442,346.4735,54.9131,64.8031,0.0790,54.8499,0
876,3014,1,936.4537,346.4941,54.9150,64.8074,0.0773,54.8532,0
877,3022,1,936.4630,346.5146,54.9168,64.8116,0.0756,54.8564,0
878,3029,1,936.4714,346.5330,54.9185,64.8154,0.0741,54.8592,0
879,3037,1,936.4799,346.5518,54.9201,64.8191,0.0726,54.8621,0
880,3045,1,936.4885,346.5708,54.9218,64.8229,0.0711,54.8649,0
881,3053,1,936.4969,346.5896,54.9234,64.8266,0.0696,54.8677,0
882,3060,1,936.5048,346.6075,54.9250,64.8301,0.0682,54.8704,0
883,3072,1,936.5172,346.6354,54.9273,64.8354,0.0661,54.8744,0
884,3080,1,936.5248,346.6530,54.9288,64.8388,0.0648,54.8770,0
885,3088,1,936.5325,346.6705,54.9302,64.8420,0.0634,54.8795,0
886,3097,1,936.5409,346.6900,54.9318,64.8456,0.0620,54.8822,0
887,3105,1,936.5485,346.7075,54.9332,64.8488,0.0607,54.8846,0
888,3114,1,936.5571,346.7275,54.9348,64.8524,0.0593,54.8874,0
889,3121,1,936.5638,346.7432,54.9361,64.8553,0.0581,54.8895,0
890,3128,1,936.5704,346.7589,54.9373,64.8580,0.0570,54.8917,0
891,3135,1,936.5771,346.7747,54.9385,64.8608,0.0559,54.8938,0
892,3142,1,936.5837,346.7906,54.9397,64.8636,0.0548,54.8959,0
893,3149,1,936.5903,346.8063,54.9409,64.8663,0.0537,54.8980,0
894,3157,1,936.5969,346.8222,54.9421,64.8690,0.0526,54.9000,0
895,3164,1,936.6033,346.8376,54.9433,64.8717,0.0516,54.9020,0
896,3172,1,936.6100,346.8539,54.9445,64.8744,0.0505,54.9041,0
897,3179,1,936.6162,346.8690,54.9456,64.8769,0.0495,54.9060,0
898,3187,1,936.6224,346.8842,54.9467,64.8795,0.0485,54.9079,0
899,3196,1,936.6299,346.9028,54.9480,64.8825,0.0473,54.9102,0
900,3204,1,936.6360,346.9178,54.9491,64.8849,0.0463,54.9121,0
901,3213,1,936.6429,346.9350,54.9503,64.8877,0.0452,54.9141,0
902,3221,1,936.6490,346.9501,54.9513,64.8901,0.0442,54.9160,0
903,3229,1,936.6553,346.9661,54.9524,64.8926,0.0432,54.9179,0
904,3236,1,936.6606,346.9794,54.9534,64.8946,0.0424,54.9194,0
